,phrase,funny count,percent funny
3441,first time i,61,0.8472222222222222
3442,must be a,66,0.8461538461538461
3443,me as a,55,0.8461538461538461
3444,does not come,55,0.8461538461538461
3445,no idea how,44,0.8461538461538461
3446,a job at,44,0.8461538461538461
3447,in case you,44,0.8461538461538461
3448,get into a,44,0.8461538461538461
3449,from the other,71,0.8452380952380952
3450,i know how,60,0.8450704225352113
3451,and you will,98,0.8448275862068966
3452,you are really,38,0.8444444444444444
3453,no such thing,38,0.8444444444444444
3454,some of my,38,0.8444444444444444
3455,there is this,38,0.8444444444444444
3456,it is bad,38,0.8444444444444444
3457,i thought about,38,0.8444444444444444
3458,used to work,38,0.8444444444444444
3459,not do it,65,0.8441558441558441
3460,i will not,254,0.8438538205980066
3461,it is true,81,0.84375
3462,i did not,934,0.8437217705510388
3463,i was asked,43,0.8431372549019608
3464,i live in,43,0.8431372549019608
3465,ask for a,43,0.8431372549019608
3466,are the best,59,0.8428571428571429
3467,he saw the,59,0.8428571428571429
3468,best way to,209,0.842741935483871
3469,in the corner,75,0.8426966292134831
3470,a man and,91,0.8425925925925926
3471,thought i was,80,0.8421052631578947
3472,so i had,64,0.8421052631578947
3473,and i were,64,0.8421052631578947
3474,she is going,48,0.8421052631578947
3475,i have learned,48,0.8421052631578947
3476,you are looking,53,0.8412698412698413
3477,i heard a,53,0.8412698412698413
3478,and i are,74,0.8409090909090909
3479,you are supposed,37,0.8409090909090909
3480,woman with a,37,0.8409090909090909
3481,i know im,37,0.8409090909090909
3482,said i can,37,0.8409090909090909
3483,a person with,37,0.8409090909090909
3484,and asked the,37,0.8409090909090909
3485,just had to,37,0.8409090909090909
3486,he told me,132,0.8407643312101911
3487,if you were,132,0.8407643312101911
3488,when you get,95,0.8407079646017699
3489,but i will,95,0.8407079646017699
3490,came up with,153,0.8406593406593407
3491,just wanted to,58,0.8405797101449275
3492,in the dark,137,0.8404907975460123
3493,because that is,79,0.8404255319148937
3494,i think she,63,0.84
3495,a woman and,89,0.839622641509434
3496,i try to,94,0.8392857142857143
3497,there is only,99,0.8389830508474576
3498,the first thing,104,0.8387096774193549
3499,you get to,78,0.8387096774193549
3500,that is right,52,0.8387096774193549
3501,will not let,52,0.8387096774193549
3502,a little girl,52,0.8387096774193549
3503,have ever seen,52,0.8387096774193549
3504,who does not,109,0.8384615384615385
3505,that is my,62,0.8378378378378378
3506,will give you,62,0.8378378378378378
3507,she does not,144,0.8372093023255814
3508,who you are,36,0.8372093023255814
3509,at the store,36,0.8372093023255814
3510,when i went,36,0.8372093023255814
3511,how is it,36,0.8372093023255814
3512,not understand the,36,0.8372093023255814
3513,of course not,36,0.8372093023255814
3514,in the entire,36,0.8372093023255814
3515,went into a,36,0.8372093023255814
3516,was having a,41,0.8367346938775511
3517,him he is,41,0.8367346938775511
3518,lord of the,41,0.8367346938775511
3519,is not there,41,0.8367346938775511
3520,that i do,87,0.8365384615384616
3521,not make a,92,0.8363636363636363
3522,in the bedroom,46,0.8363636363636363
3523,im in the,46,0.8363636363636363
3524,you can make,46,0.8363636363636363
3525,let is see,46,0.8363636363636363
3526,one of my,163,0.8358974358974359
3527,a pack of,61,0.8356164383561644
3528,they are so,66,0.8354430379746836
3529,none of them,71,0.8352941176470589
3530,i know i,95,0.8333333333333334
3531,i would never,90,0.8333333333333334
3532,is that you,85,0.8333333333333334
3533,he is just,80,0.8333333333333334
3534,to his wife,70,0.8333333333333334
3535,if i would,60,0.8333333333333334
3536,in the eye,50,0.8333333333333334
3537,he got the,50,0.8333333333333334
3538,tried to make,45,0.8333333333333334
3539,reminds me of,45,0.8333333333333334
3540,trapped in a,45,0.8333333333333334
3541,have seen it,45,0.8333333333333334
3542,people can not,40,0.8333333333333334
3543,today it is,40,0.8333333333333334
3544,of the rings,40,0.8333333333333334
3545,i should be,40,0.8333333333333334
3546,when he found,35,0.8333333333333334
3547,but you will,35,0.8333333333333334
3548,a lawyer and,35,0.8333333333333334
3549,and the other,469,0.8330373001776199
3550,because he was,414,0.8329979879275654
3551,people who do,109,0.8320610687022901
3552,in a field,59,0.8309859154929577
3553,give him a,59,0.8309859154929577
3554,it feels like,49,0.8305084745762712
3555,of my friends,49,0.8305084745762712
3556,got to the,88,0.8301886792452831
3557,it is already,44,0.8301886792452831
3558,of them is,44,0.8301886792452831
3559,it is over,44,0.8301886792452831
3560,know what that,39,0.8297872340425532
3561,because she had,39,0.8297872340425532
3562,to lose weight,39,0.8297872340425532
3563,told her that,39,0.8297872340425532
3564,you know i,68,0.8292682926829268
3565,is a pretty,63,0.8289473684210527
3566,not like the,87,0.8285714285714286
3567,she will not,58,0.8285714285714286
3568,in a while,58,0.8285714285714286
3569,not need a,53,0.828125
3570,in his car,53,0.828125
3571,is a new,154,0.8279569892473119
3572,when he is,149,0.8277777777777777
3573,man on the,48,0.8275862068965517
3574,do not always,48,0.8275862068965517
3575,when you have,134,0.8271604938271605
3576,give you a,67,0.8271604938271605
3577,is the last,129,0.8269230769230769
3578,do not take,86,0.8269230769230769
3579,you think the,43,0.8269230769230769
3580,is not even,43,0.8269230769230769
3581,who are the,43,0.8269230769230769
3582,ask them to,43,0.8269230769230769
3583,each other is,43,0.8269230769230769
3584,so he could,62,0.8266666666666667
3585,in a room,62,0.8266666666666667
3586,no one will,62,0.8266666666666667
3587,do we have,38,0.8260869565217391
3588,one wants to,38,0.8260869565217391
3589,just does not,38,0.8260869565217391
3590,not know what,346,0.8257756563245824
3591,when it is,218,0.8257575757575758
3592,great way to,52,0.8253968253968254
3593,how much money,47,0.8245614035087719
3594,do not stop,47,0.8245614035087719
3595,i was trying,61,0.8243243243243243
3596,it is my,150,0.8241758241758241
3597,are all the,42,0.8235294117647058
3598,out of a,438,0.8233082706766918
3599,just do not,177,0.8232558139534883
3600,when he saw,79,0.8229166666666666
3601,to the man,65,0.8227848101265823
3602,i heard the,51,0.8225806451612904
3603,it is actually,51,0.8225806451612904
3604,is not for,37,0.8222222222222222
3605,i think about,37,0.8222222222222222
3606,turn on the,37,0.8222222222222222
3607,a new job,37,0.8222222222222222
3608,like it was,37,0.8222222222222222
3609,not understand how,37,0.8222222222222222
3610,my life i,37,0.8222222222222222
3611,to get to,305,0.8221024258760108
3612,not have a,415,0.8217821782178217
3613,it is probably,83,0.8217821782178217
3614,at the zoo,46,0.8214285714285714
3615,know what you,55,0.8208955223880597
3616,i can only,55,0.8208955223880597
3617,to which the,64,0.8205128205128205
3618,the only thing,187,0.8201754385964912
3619,time it is,41,0.82
3620,i hope it,41,0.82
3621,is a nice,41,0.82
3622,you can use,41,0.82
3623,think we should,41,0.82
3624,would be too,50,0.819672131147541
3625,are the same,50,0.819672131147541
3626,to his son,50,0.819672131147541
3627,in a fight,50,0.819672131147541
3628,was arrested for,59,0.8194444444444444
3629,does not get,59,0.8194444444444444
3630,is that a,90,0.8181818181818182
3631,i think you,81,0.8181818181818182
3632,not make it,63,0.8181818181818182
3633,go for the,54,0.8181818181818182
3634,one with the,45,0.8181818181818182
3635,you have no,45,0.8181818181818182
3636,i have some,45,0.8181818181818182
3637,body of a,36,0.8181818181818182
3638,a while to,36,0.8181818181818182
3639,a swimming pool,36,0.8181818181818182
3640,make the best,36,0.8181818181818182
3641,in the morning,238,0.8178694158075601
3642,on the phone,94,0.8173913043478261
3643,a game of,67,0.8170731707317073
3644,that is so,49,0.8166666666666667
3645,years old and,89,0.8165137614678899
3646,getting out of,40,0.8163265306122449
3647,and i just,40,0.8163265306122449
3648,i was doing,40,0.8163265306122449
3649,better than a,40,0.8163265306122449
3650,want to change,40,0.8163265306122449
3651,i would be,231,0.8162544169611308
3652,wanted to go,53,0.8153846153846154
3653,the only time,53,0.8153846153846154
3654,so they can,128,0.8152866242038217
3655,who is the,203,0.8152610441767069
3656,not get a,97,0.8151260504201681
3657,you go to,88,0.8148148148148148
3658,i hope the,44,0.8148148148148148
3659,but i do,250,0.8143322475570033
3660,to call it,57,0.8142857142857143
3661,it had a,70,0.813953488372093
3662,had a great,35,0.813953488372093
3663,what i did,35,0.813953488372093
3664,off on the,35,0.813953488372093
3665,to fit in,35,0.813953488372093
3666,a woman to,35,0.813953488372093
3667,know why the,35,0.813953488372093
3668,a friend who,48,0.8135593220338984
3669,sitting on the,61,0.8133333333333334
3670,is a real,87,0.8130841121495327
3671,he is got,65,0.8125
3672,stuck in the,52,0.8125
3673,the wrong way,52,0.8125
3674,do not mean,39,0.8125
3675,is just a,246,0.8118811881188119
3676,like to be,82,0.8118811881188119
3677,i got the,43,0.8113207547169812
3678,did not even,103,0.8110236220472441
3679,she is a,171,0.8104265402843602
3680,she has a,64,0.810126582278481
3681,he could not,276,0.8093841642228738
3682,she wanted to,106,0.8091603053435115
3683,now he is,89,0.8090909090909091
3684,what you want,72,0.8089887640449438
3685,came out of,110,0.8088235294117647
3686,in the ocean,55,0.8088235294117647
3687,not know how,203,0.8087649402390438
3688,and i have,228,0.8085106382978723
3689,i was in,190,0.8085106382978723
3690,the head with,38,0.8085106382978723
3691,i can be,38,0.8085106382978723
3692,the inside of,38,0.8085106382978723
3693,he saw a,38,0.8085106382978723
3694,and then i,101,0.808
3695,do not have,1081,0.8079222720478326
3696,i have not,315,0.8076923076923077
3697,i am going,84,0.8076923076923077
3698,if you take,42,0.8076923076923077
3699,so i did,42,0.8076923076923077
3700,not see that,42,0.8076923076923077
3701,the way you,42,0.8076923076923077
3702,a piece of,256,0.807570977917981
3703,if you can,201,0.8072289156626506
3704,you try to,46,0.8070175438596491
3705,i was told,46,0.8070175438596491
3706,not the best,46,0.8070175438596491
3707,on the radio,50,0.8064516129032258
3708,but you have,54,0.8059701492537313
3709,is a really,54,0.8059701492537313
3710,i have heard,83,0.8058252427184466
3711,i just want,120,0.8053691275167785
3712,not sure what,62,0.8051948051948052
3713,to say i,62,0.8051948051948052
3714,know how much,37,0.8043478260869565
3715,i would just,41,0.803921568627451
3716,if you know,41,0.803921568627451
3717,years ago i,41,0.803921568627451
3718,when i got,86,0.8037383177570093
3719,have never seen,90,0.8035714285714286
3720,to open a,90,0.8035714285714286
3721,it is always,94,0.8034188034188035
3722,when they have,49,0.8032786885245902
3723,a ton of,49,0.8032786885245902
3724,i was not,228,0.8028169014084507
3725,have nothing to,61,0.8026315789473685
3726,rest of his,65,0.8024691358024691
3727,instead of a,65,0.8024691358024691
3728,if you have,300,0.8021390374331551
3729,a person who,93,0.8017241379310345
3730,front of a,88,0.8
3731,come out of,84,0.8
3732,am going to,72,0.8
3733,when you do,64,0.8
3734,if she is,60,0.8
3735,you get the,56,0.8
3736,pick up a,56,0.8
3737,know they are,52,0.8
3738,he was looking,44,0.8
3739,had to go,40,0.8
3740,not know it,40,0.8
3741,happy to see,40,0.8
3742,to make your,36,0.8
3743,in the trunk,36,0.8
3744,the bad news,36,0.8
3745,the best way,207,0.7992277992277992
3746,who do not,282,0.7988668555240793
3747,it is too,178,0.7982062780269058
3748,know what to,83,0.7980769230769231
3749,i have had,146,0.7978142076502732
3750,of all time,67,0.7976190476190477
3751,but you are,59,0.7972972972972973
3752,will never be,55,0.7971014492753623
3753,to get off,51,0.796875
3754,you will be,145,0.7967032967032966
3755,it is so,192,0.7966804979253111
3756,is not working,47,0.7966101694915254
3757,and i had,47,0.7966101694915254
3758,like they are,47,0.7966101694915254
3759,other people is,47,0.7966101694915254
3760,i could do,47,0.7966101694915254
3761,make sure you,47,0.7966101694915254
3762,because there is,137,0.7965116279069767
3763,it looks like,137,0.7965116279069767
3764,to all the,90,0.7964601769911505
3765,in the ground,43,0.7962962962962963
3766,thought it was,160,0.7960199004975125
3767,wanted to see,78,0.7959183673469388
3768,a gun and,39,0.7959183673469388
3769,i want you,70,0.7954545454545454
3770,on the roof,35,0.7954545454545454
3771,know that is,35,0.7954545454545454
3772,what would be,35,0.7954545454545454
3773,who i am,35,0.7954545454545454
3774,to start a,101,0.7952755905511811
3775,to the left,66,0.7951807228915663
3776,what is in,58,0.7945205479452054
3777,thank you for,58,0.7945205479452054
3778,it is on,54,0.7941176470588235
3779,that is a,427,0.7936802973977695
3780,not have any,173,0.7935779816513762
3781,i have no,188,0.7932489451476793
3782,hard to get,65,0.7926829268292683
3783,the street and,65,0.7926829268292683
3784,that i will,42,0.7924528301886793
3785,never seen a,42,0.7924528301886793
3786,from now on,42,0.7924528301886793
3787,i like the,42,0.7924528301886793
3788,so what is,42,0.7924528301886793
3789,through the roof,42,0.7924528301886793
3790,walked into the,42,0.7924528301886793
3791,can not do,103,0.7923076923076923
3792,she is not,122,0.7922077922077922
3793,it turns out,118,0.7919463087248322
3794,i still have,57,0.7916666666666666
3795,but do not,110,0.7913669064748201
3796,that is just,106,0.7910447761194029
3797,he lost his,53,0.7910447761194029
3798,there is one,68,0.7906976744186046
3799,who was the,83,0.7904761904761904
3800,do not really,83,0.7904761904761904
3801,are in a,215,0.7904411764705882
3802,if you could,49,0.7903225806451613
3803,learn how to,49,0.7903225806451613
3804,to get his,49,0.7903225806451613
3805,to get up,49,0.7903225806451613
3806,next to a,79,0.79
3807,but i would,94,0.7899159663865546
3808,i should have,105,0.7894736842105263
3809,get rid of,116,0.7891156462585034
3810,it was pretty,41,0.7884615384615384
3811,he was always,41,0.7884615384615384
3812,i really do,41,0.7884615384615384
3813,never heard of,67,0.788235294117647
3814,you want to,454,0.7881944444444444
3815,i want to,736,0.7880085653104925
3816,was a little,104,0.7878787878787878
3817,really do not,52,0.7878787878787878
3818,know what the,100,0.7874015748031497
3819,people do not,137,0.7873563218390804
3820,time to go,37,0.7872340425531915
3821,the other was,37,0.7872340425531915
3822,do not come,37,0.7872340425531915
3823,probably will not,37,0.7872340425531915
3824,is one thing,48,0.7868852459016393
3825,always wanted to,59,0.7866666666666666
3826,i was the,59,0.7866666666666666
3827,have never had,70,0.7865168539325843
3828,i thought it,121,0.7857142857142857
3829,how many people,110,0.7857142857142857
3830,back of a,55,0.7857142857142857
3831,going to die,55,0.7857142857142857
3832,it out of,44,0.7857142857142857
3833,on the bottom,44,0.7857142857142857
3834,is such a,102,0.7846153846153846
3835,said i do,51,0.7846153846153846
3836,she had no,51,0.7846153846153846
3837,was going to,433,0.7844202898550725
3838,if this is,40,0.7843137254901961
3839,i hope i,40,0.7843137254901961
3840,not want a,36,0.782608695652174
3841,to tell him,36,0.782608695652174
3842,once a month,36,0.782608695652174
3843,here is a,133,0.7823529411764706
3844,in love with,115,0.782312925170068
3845,up with a,176,0.7822222222222223
3846,in a car,140,0.7821229050279329
3847,asked for a,61,0.782051282051282
3848,me to be,43,0.7818181818181819
3849,i could have,68,0.7816091954022989
3850,they do not,705,0.7815964523281597
3851,wanted to be,143,0.7814207650273224
3852,is a man,75,0.78125
3853,a really good,50,0.78125
3854,it must be,82,0.780952380952381
3855,never had a,57,0.7808219178082192
3856,would make a,57,0.7808219178082192
3857,going to make,128,0.7804878048780488
3858,if you like,39,0.78
3859,had to take,39,0.78
3860,i was looking,39,0.78
3861,piece of paper,39,0.78
3862,do not need,184,0.7796610169491526
3863,but at least,92,0.7796610169491526
3864,hole in the,53,0.7794117647058824
3865,everyone in the,53,0.7794117647058824
3866,to write a,67,0.7790697674418605
3867,run out of,67,0.7790697674418605
3868,how to make,81,0.7788461538461539
3869,of my life,151,0.7783505154639175
3870,that you are,158,0.7783251231527094
3871,not think i,70,0.7777777777777778
3872,it is what,42,0.7777777777777778
3873,that when she,42,0.7777777777777778
3874,must be the,35,0.7777777777777778
3875,you need to,234,0.7774086378737541
3876,you have got,192,0.7773279352226721
3877,if you want,178,0.777292576419214
3878,i would not,258,0.7771084337349398
3879,get in the,80,0.7766990291262136
3880,was looking for,80,0.7766990291262136
3881,i can tell,66,0.7764705882352941
3882,have decided to,66,0.7764705882352941
3883,have to say,90,0.7758620689655172
3884,because she was,83,0.7757009345794392
3885,go ahead and,38,0.7755102040816326
3886,family of four,38,0.7755102040816326
3887,in the front,62,0.775
3888,have never been,86,0.7747747747747747
3889,it is really,141,0.7747252747252747
3890,the last time,165,0.7746478873239436
3891,still do not,55,0.7746478873239436
3892,she could not,79,0.7745098039215687
3893,would still be,48,0.7741935483870968
3894,to sit in,41,0.7735849056603774
3895,what it is,116,0.7733333333333333
3896,i would have,242,0.7731629392971247
3897,not think of,51,0.7727272727272727
3898,for some reason,51,0.7727272727272727
3899,like to have,44,0.7719298245614035
3900,you are doing,71,0.7717391304347826
3901,and i can,98,0.7716535433070866
3902,so if you,54,0.7714285714285715
3903,you are going,199,0.7713178294573644
3904,i am not,165,0.7710280373831776
3905,up to his,37,0.7708333333333334
3906,is the problem,37,0.7708333333333334
3907,it is all,205,0.7706766917293233
3908,just in case,57,0.7702702702702703
3909,over and over,67,0.7701149425287356
3910,but i was,97,0.7698412698412699
3911,have a good,107,0.7697841726618705
3912,did not get,137,0.7696629213483146
3913,he can not,147,0.7696335078534031
3914,to buy a,150,0.7692307692307693
3915,think we are,60,0.7692307692307693
3916,to give me,40,0.7692307692307693
3917,not think he,40,0.7692307692307693
3918,time i was,40,0.7692307692307693
3919,are out of,40,0.7692307692307693
3920,said i have,63,0.7682926829268293
3921,a cup of,53,0.7681159420289855
3922,way to make,53,0.7681159420289855
3923,did not believe,43,0.7678571428571429
3924,to me and,89,0.7672413793103449
3925,i will do,56,0.7671232876712328
3926,it was just,161,0.7666666666666667
3927,wait for the,46,0.7666666666666667
3928,does not want,105,0.7664233576642335
3929,a woman in,59,0.7662337662337663
3930,if i can,59,0.7662337662337663
3931,we used to,36,0.7659574468085106
3932,get off the,36,0.7659574468085106
3933,go into a,36,0.7659574468085106
3934,not know the,85,0.7657657657657657
3935,not do that,49,0.765625
3936,the one who,78,0.7647058823529411
3937,you will have,78,0.7647058823529411
3938,a family of,65,0.7647058823529411
3939,and i thought,52,0.7647058823529411
3940,can not go,52,0.7647058823529411
3941,and i got,39,0.7647058823529411
3942,to get in,107,0.7642857142857142
3943,figure out how,55,0.7638888888888888
3944,just going to,55,0.7638888888888888
3945,hit by a,126,0.7636363636363637
3946,the doctor is,42,0.7636363636363637
3947,but she is,42,0.7636363636363637
3948,got into a,42,0.7636363636363637
3949,going to the,129,0.7633136094674556
3950,if he was,74,0.7628865979381443
3951,that i can,67,0.7613636363636364
3952,one of them,306,0.7611940298507462
3953,not get the,70,0.7608695652173914
3954,not see it,35,0.7608695652173914
3955,want you to,89,0.7606837606837606
3956,not know if,95,0.76
3957,it was so,57,0.76
3958,she is been,38,0.76
3959,is a little,142,0.7593582887700535
3960,you have to,561,0.7591339648173207
3961,was just a,107,0.7588652482269503
3962,are not a,66,0.7586206896551724
3963,it is better,44,0.7586206896551724
3964,as i was,44,0.7586206896551724
3965,just a little,44,0.7586206896551724
3966,both of them,44,0.7586206896551724
3967,to break up,47,0.7580645161290323
3968,you have the,72,0.7578947368421053
3969,some kind of,97,0.7578125
3970,a great way,50,0.7575757575757576
3971,does not know,84,0.7567567567567568
3972,kind of a,59,0.7564102564102564
3973,a sign that,59,0.7564102564102564
3974,do not see,121,0.75625
3975,it does not,456,0.7562189054726368
3976,at each other,37,0.7551020408163265
3977,who went to,37,0.7551020408163265
3978,want to know,114,0.7549668874172185
3979,and can not,86,0.7543859649122807
3980,knows how to,43,0.7543859649122807
3981,this is why,43,0.7543859649122807
3982,on the side,92,0.7540983606557377
3983,and no one,95,0.753968253968254
3984,in the wrong,58,0.7532467532467533
3985,it was my,61,0.7530864197530864
3986,in the hospital,61,0.7530864197530864
3987,it in a,106,0.75177304964539
3988,all the time,205,0.7509157509157509
3989,it is only,114,0.75
3990,is about to,75,0.75
3991,have a problem,66,0.75
3992,to play with,54,0.75
3993,to know how,45,0.75
3994,just did not,42,0.75
3995,all the people,42,0.75
3996,trying to be,39,0.75
3997,a million dollars,39,0.75
3998,back to my,36,0.75
3999,it is amazing,36,0.75
4000,how to do,36,0.75
4001,when they are,167,0.7488789237668162
4002,no one is,89,0.7478991596638656
4003,he is a,381,0.7470588235294118
4004,but no one,62,0.7469879518072289
4005,no matter how,121,0.7469135802469136
4006,a lot about,56,0.7466666666666667
4007,the last one,50,0.746268656716418
4008,that do not,94,0.746031746031746
4009,they were all,47,0.746031746031746
4010,you can be,47,0.746031746031746
4011,and you have,91,0.7459016393442623
4012,it is just,346,0.7456896551724138
4013,do with a,41,0.7454545454545455
4014,you can do,79,0.7452830188679245
4015,that is all,76,0.7450980392156863
4016,to him and,38,0.7450980392156863
4017,and i do,140,0.7446808510638298
4018,of being a,70,0.7446808510638298
4019,to give you,35,0.7446808510638298
4020,woman in the,35,0.7446808510638298
4021,wanted to get,64,0.7441860465116279
4022,and does not,90,0.743801652892562
4023,in the back,197,0.7433962264150943
4024,who wants to,55,0.7432432432432432
4025,is out of,55,0.7432432432432432
4026,it is impossible,55,0.7432432432432432
4027,a friend of,81,0.7431192660550459
4028,to get out,130,0.7428571428571429
4029,all of his,49,0.7424242424242424
4030,is impossible to,49,0.7424242424242424
4031,do not want,494,0.7417417417417418
4032,would love to,66,0.7415730337078652
4033,no one can,43,0.7413793103448276
4034,just want to,120,0.7407407407407407
4035,i would do,40,0.7407407407407407
4036,said i would,40,0.7407407407407407
4037,you might be,40,0.7407407407407407
4038,are not allowed,40,0.7407407407407407
4039,have got the,40,0.7407407407407407
4040,i know that,57,0.7402597402597403
4041,on the wall,57,0.7402597402597403
4042,was a bit,37,0.74
4043,i was really,37,0.74
4044,looking for a,162,0.7397260273972602
4045,to use a,54,0.7397260273972602
4046,think they are,71,0.7395833333333334
4047,her in the,82,0.7387387387387387
4048,fell in love,48,0.7384615384615385
4049,once in a,48,0.7384615384615385
4050,on the floor,155,0.7380952380952381
4051,of the road,62,0.7380952380952381
4052,that is where,62,0.7380952380952381
4053,i love the,62,0.7380952380952381
4054,he had a,183,0.7379032258064516
4055,to hold the,76,0.7378640776699029
4056,you can have,45,0.7377049180327869
4057,have a great,45,0.7377049180327869
4058,the time i,45,0.7377049180327869
4059,hillary clinton is,56,0.7368421052631579
4060,not know about,39,0.7358490566037735
4061,and im not,50,0.7352941176470589
4062,is not what,61,0.7349397590361446
4063,she said i,61,0.7349397590361446
4064,to be called,61,0.7349397590361446
4065,that i did,36,0.7346938775510204
4066,stand in the,36,0.7346938775510204
4067,group of people,36,0.7346938775510204
4068,want to play,36,0.7346938775510204
4069,it is nice,36,0.7346938775510204
4070,i had the,47,0.734375
4071,she was a,127,0.7341040462427746
4072,have not seen,77,0.7333333333333333
4073,for you to,55,0.7333333333333333
4074,put on a,44,0.7333333333333333
4075,up as a,44,0.7333333333333333
4076,not see the,44,0.7333333333333333
4077,it is that,74,0.7326732673267327
4078,think he is,63,0.7325581395348837
4079,do not believe,123,0.7321428571428571
4080,a woman who,120,0.7317073170731707
4081,does not make,90,0.7317073170731707
4082,the way i,79,0.7314814814814815
4083,name of the,79,0.7314814814814815
4084,at the back,49,0.7313432835820896
4085,when i saw,49,0.7313432835820896
4086,that i have,166,0.7312775330396476
4087,the ones that,38,0.7307692307692307
4088,were in a,46,0.7301587301587301
4089,in the sky,35,0.7291666666666666
4090,know how many,35,0.7291666666666666
4091,so he can,35,0.7291666666666666
4092,could not get,86,0.7288135593220338
4093,to the party,43,0.7288135593220338
4094,to drop the,43,0.7288135593220338
4095,looking for the,59,0.7283950617283951
4096,when there is,67,0.7282608695652174
4097,turned into a,75,0.7281553398058253
4098,now it is,136,0.7272727272727273
4099,to think of,72,0.7272727272727273
4100,a man in,64,0.7272727272727273
4101,are the ones,40,0.7272727272727273
4102,why it is,40,0.7272727272727273
4103,martin luther king,40,0.7272727272727273
4104,to say to,40,0.7272727272727273
4105,in real life,61,0.7261904761904762
4106,you would have,53,0.726027397260274
4107,in the desert,45,0.7258064516129032
4108,me to do,45,0.7258064516129032
4109,in the garden,37,0.7254901960784313
4110,put them in,37,0.7254901960784313
4111,i know the,37,0.7254901960784313
4112,a good way,37,0.7254901960784313
4113,it as an,37,0.7254901960784313
4114,the man who,206,0.7253521126760564
4115,he was going,58,0.725
4116,running out of,42,0.7241379310344828
4117,is only one,68,0.723404255319149
4118,and not a,47,0.7230769230769231
4119,what to do,120,0.7228915662650602
4120,really want to,60,0.7228915662650602
4121,want to have,73,0.7227722772277227
4122,out on a,52,0.7222222222222222
4123,give them a,39,0.7222222222222222
4124,not one of,39,0.7222222222222222
4125,a photo of,39,0.7222222222222222
4126,they are the,96,0.7218045112781954
4127,i had no,57,0.7215189873417721
4128,the person who,75,0.7211538461538461
4129,there are only,49,0.7205882352941176
4130,have not had,41,0.7192982456140351
4131,think it would,41,0.7192982456140351
4132,so that is,41,0.7192982456140351
4133,and you can,87,0.71900826446281
4134,to the front,46,0.71875
4135,how to use,46,0.71875
4136,not supposed to,46,0.71875
4137,that is because,51,0.7183098591549296
4138,i would say,79,0.7181818181818181
4139,to get rid,56,0.717948717948718
4140,open the door,38,0.7169811320754716
4141,called it a,38,0.7169811320754716
4142,if it had,43,0.7166666666666667
4143,with a gun,43,0.7166666666666667
4144,she wants to,43,0.7166666666666667
4145,we are all,96,0.7164179104477612
4146,it was all,53,0.7162162162162162
4147,and he said,63,0.7159090909090909
4148,is what i,73,0.7156862745098039
4149,do not feel,45,0.7142857142857143
4150,and i did,35,0.7142857142857143
4151,she had a,57,0.7125
4152,gave him a,47,0.7121212121212122
4153,where you are,47,0.7121212121212122
4154,the good news,47,0.7121212121212122
4155,want to be,348,0.7116564417177914
4156,the police are,37,0.7115384615384616
4157,they have no,64,0.7111111111111111
4158,and i was,135,0.7105263157894737
4159,to worry about,54,0.7105263157894737
4160,he is an,61,0.7093023255813954
4161,the same thing,117,0.7090909090909091
4162,down the road,56,0.7088607594936709
4163,the people in,51,0.7083333333333334
4164,did not work,51,0.7083333333333334
4165,that is when,51,0.7083333333333334
4166,to get a,329,0.7075268817204301
4167,and do not,104,0.7074829931972789
4168,want to get,104,0.7074829931972789
4169,but if you,87,0.7073170731707317
4170,so we can,41,0.7068965517241379
4171,is no way,65,0.7065217391304348
4172,he wanted to,231,0.7064220183486238
4173,are so many,48,0.7058823529411765
4174,the first person,48,0.7058823529411765
4175,it is for,55,0.7051282051282052
4176,is not like,50,0.704225352112676
4177,out how to,57,0.7037037037037037
4178,i thought that,38,0.7037037037037037
4179,a fan of,38,0.7037037037037037
4180,picture of a,38,0.7037037037037037
4181,what i was,38,0.7037037037037037
4182,with a big,45,0.703125
4183,he was charged,45,0.703125
4184,live in a,78,0.7027027027027027
4185,have to take,52,0.7027027027027027
4186,is a bit,66,0.7021276595744681
4187,it in the,179,0.7019607843137254
4188,that is why,240,0.7017543859649122
4189,wants to be,87,0.7016129032258065
4190,to go on,87,0.7016129032258065
4191,that you have,87,0.7016129032258065
4192,the name of,185,0.7007575757575758
4193,would like to,391,0.7007168458781362
4194,to go to,327,0.7002141327623126
4195,would not want,35,0.7
4196,is a lot,205,0.6996587030716723
4197,just trying to,51,0.6986301369863014
4198,make it to,37,0.6981132075471698
4199,but does not,37,0.6981132075471698
4200,to talk to,127,0.6978021978021978
4201,a hard time,60,0.6976744186046512
4202,i have always,92,0.696969696969697
4203,in front of,478,0.6967930029154519
4204,to say it,39,0.6964285714285714
4205,on the street,64,0.6956521739130435
4206,as a child,82,0.6949152542372882
4207,with a knife,41,0.6949152542372882
4208,is time to,66,0.6947368421052632
4209,did not see,100,0.6944444444444444
4210,there was an,50,0.6944444444444444
4211,not need to,84,0.6942148760330579
4212,is it is,43,0.6935483870967742
4213,i saw the,43,0.6935483870967742
4214,it for the,43,0.6935483870967742
4215,the living room,52,0.6933333333333334
4216,of the car,70,0.693069306930693
4217,back of the,99,0.6923076923076923
4218,not a good,54,0.6923076923076923
4219,is the only,280,0.691358024691358
4220,is in a,112,0.691358024691358
4221,was not the,150,0.6912442396313364
4222,you never know,47,0.6911764705882353
4223,of his life,76,0.6909090909090909
